clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio
712771233,Existing Customer,52,Male,3,Unknown,Single,$80k - $120k,Blue,36,3,4,1,2516.00,1268.00,1248.00,0.75,4461.00,80.00,0.82,0.50
717247383,Existing Customer,48,Male,4,Graduate,Single,$40k - $60k,Blue,36,5,2,3,7514.00,0.00,7514.00,0.51,4789.00,69.00,0.41,0.00
715957233,Existing Customer,53,Male,3,College,Single,$60k - $80k,Blue,36,5,1,1,19940.00,2018.00,17922.00,0.42,4694.00,75.00,0.79,0.10
719632683,Existing Customer,40,Male,3,Graduate,Single,$40k - $60k,Blue,30,6,3,3,2583.00,2235.00,348.00,0.51,4500.00,83.00,0.51,0.87
710443833,Existing Customer,50,Male,2,Unknown,Single,$120k +,Blue,38,4,4,2,2123.00,995.00,1128.00,0.63,4516.00,78.00,0.63,0.47
788767983,Existing Customer,43,Male,5,Unknown,Single,$60k - $80k,Blue,24,3,1,3,4556.00,0.00,4556.00,0.96,4273.00,82.00,0.64,0.00
713948808,Existing Customer,55,Male,3,High School,Single,$60k - $80k,Blue,47,3,2,2,1602.00,962.00,640.00,0.83,4873.00,97.00,0.76,0.60
816315558,Existing Customer,38,Male,1,High School,Single,$60k - $80k,Blue,33,5,4,1,1503.00,879.00,624.00,0.78,4439.00,77.00,0.60,0.59
718441308,Existing Customer,41,Male,2,Graduate,Single,$60k - $80k,Blue,31,3,1,3,8228.00,1935.00,6293.00,0.63,4933.00,68.00,0.55,0.24
789095958,Attrited Customer,50,Male,1,Unknown,Single,$60k - $80k,Blue,38,4,3,3,7603.00,744.00,6859.00,0.71,2497.00,42.00,0.27,0.10
712221408,Existing Customer,42,Male,4,Graduate,Single,$40k - $60k,Blue,33,5,3,2,2654.00,1489.00,1165.00,0.67,4767.00,82.00,0.67,0.56
709469658,Existing Customer,47,Male,3,Unknown,Single,$80k - $120k,Blue,36,3,1,2,7421.00,0.00,7421.00,0.71,4353.00,75.00,0.79,0.00
715672458,Existing Customer,47,Male,5,Graduate,Single,$60k - $80k,Blue,36,6,3,2,2721.00,1264.00,1457.00,0.80,4557.00,71.00,0.97,0.47
712837233,Existing Customer,46,Male,2,High School,Single,$120k +,Blue,36,3,1,3,13001.00,1482.00,11519.00,0.55,3671.00,55.00,0.53,0.11
713953383,Attrited Customer,50,Male,1,Post-Graduate,Single,$60k - $80k,Blue,36,4,3,2,2317.00,0.00,2317.00,0.73,2214.00,41.00,0.52,0.00
714408933,Attrited Customer,44,Male,4,Graduate,Single,$80k - $120k,Blue,36,4,2,2,10834.00,0.00,10834.00,0.52,2249.00,51.00,0.59,0.00
710500983,Attrited Customer,43,Male,2,College,Single,$80k - $120k,Blue,34,2,4,3,4617.00,1035.00,3582.00,0.36,1779.00,35.00,0.59,0.22
787506558,Existing Customer,50,Male,3,Graduate,Single,$60k - $80k,Blue,38,4,1,1,10762.00,703.00,10059.00,0.55,4509.00,71.00,0.54,0.07
709246683,Existing Customer,62,Male,1,Unknown,Single,Unknown,Blue,36,5,1,1,18457.00,2248.00,16209.00,0.58,3603.00,69.00,0.64,0.12
721093608,Existing Customer,44,Male,2,High School,Single,$40k - $60k,Blue,31,5,1,1,2197.00,0.00,2197.00,0.92,4548.00,64.00,0.64,0.00
712669983,Existing Customer,39,Male,3,Graduate,Single,$80k - $120k,Blue,30,5,3,3,10009.00,1604.00,8405.00,0.45,4347.00,75.00,0.79,0.16
708897408,Existing Customer,46,Male,3,College,Single,$60k - $80k,Blue,36,4,2,3,1621.00,787.00,834.00,0.55,4719.00,73.00,0.74,0.49
712998033,Attrited Customer,37,Male,3,High School,Single,$120k +,Blue,36,3,2,2,7361.00,0.00,7361.00,0.59,2109.00,44.00,0.57,0.00
711365133,Existing Customer,43,Male,1,Unknown,Single,$60k - $80k,Blue,31,4,3,1,2283.00,1470.00,813.00,0.94,5100.00,76.00,0.69,0.64
771928608,Existing Customer,34,Male,1,Uneducated,Single,$60k - $80k,Blue,23,6,1,1,2033.00,1832.00,201.00,0.94,4110.00,74.00,0.95,0.90
816761433,Existing Customer,36,Male,2,College,Single,$80k - $120k,Blue,31,5,2,3,5821.00,764.00,5057.00,0.69,5291.00,96.00,0.68,0.13
799720158,Existing Customer,50,Male,1,Graduate,Single,$80k - $120k,Blue,44,3,3,2,3370.00,1133.00,2237.00,0.72,4726.00,86.00,0.69,0.34
718142958,Existing Customer,46,Male,4,Graduate,Single,$60k - $80k,Blue,27,3,3,2,21839.00,960.00,20879.00,0.57,5623.00,94.00,0.52,0.04
714869958,Existing Customer,55,Male,2,Uneducated,Single,$120k +,Blue,36,6,2,3,29795.00,2364.00,27431.00,0.76,3949.00,71.00,0.92,0.08
719606133,Existing Customer,42,Male,2,Graduate,Single,$60k - $80k,Blue,31,3,2,1,5169.00,2296.00,2873.00,0.77,4656.00,88.00,0.80,0.44
718108758,Existing Customer,43,Male,2,Unknown,Single,$60k - $80k,Blue,36,3,1,2,6039.00,1759.00,4280.00,0.48,4538.00,86.00,0.65,0.29
708669408,Existing Customer,54,Male,5,College,Single,$60k - $80k,Blue,45,6,1,3,20401.00,0.00,20401.00,0.72,4637.00,75.00,0.56,0.00
718607883,Existing Customer,41,Male,3,Post-Graduate,Single,$80k - $120k,Blue,30,4,2,2,17890.00,2517.00,15373.00,0.98,4831.00,81.00,0.80,0.14
801037833,Existing Customer,38,Male,2,Uneducated,Single,$80k - $120k,Blue,32,6,2,3,3192.00,2517.00,675.00,0.66,4236.00,87.00,0.89,0.79
716176683,Existing Customer,46,Male,4,Graduate,Single,$80k - $120k,Blue,33,5,1,1,2371.00,1748.00,623.00,0.66,4460.00,78.00,1.05,0.74
781942983,Existing Customer,50,Male,1,Unknown,Single,$120k +,Blue,44,5,3,1,17827.00,0.00,17827.00,0.85,5010.00,88.00,0.73,0.00
789631908,Existing Customer,51,Male,4,High School,Single,$60k - $80k,Blue,45,3,1,2,3031.00,1787.00,1244.00,1.01,4690.00,85.00,0.70,0.59
789089958,Existing Customer,57,Male,2,High School,Single,$60k - $80k,Silver,45,5,2,3,33211.00,0.00,33211.00,0.73,3662.00,81.00,0.76,0.00
713822208,Attrited Customer,42,Male,2,High School,Single,$60k - $80k,Blue,33,3,3,3,4836.00,493.00,4343.00,0.42,1870.00,45.00,0.41,0.10
718230933,Attrited Customer,45,Male,4,Graduate,Single,Less Than $40k,Blue,36,5,2,3,1438.30,1060.00,378.30,0.30,1253.00,29.00,0.32,0.74
739828308,Existing Customer,55,Male,3,Uneducated,Single,$120k +,Blue,48,5,2,2,3088.00,1743.00,1345.00,0.77,3906.00,68.00,0.66,0.56
778207083,Attrited Customer,53,Male,4,Uneducated,Single,$80k - $120k,Blue,44,3,3,2,11561.00,2189.00,9372.00,0.74,2153.00,39.00,0.50,0.19
715418508,Existing Customer,51,Male,1,Uneducated,Single,$120k +,Blue,36,2,1,3,8671.00,590.00,8081.00,0.69,4399.00,72.00,0.76,0.07
721167783,Existing Customer,54,Male,4,High School,Single,$80k - $120k,Blue,39,1,3,3,7773.00,2465.00,5308.00,0.79,4272.00,69.00,1.03,0.32
719971458,Existing Customer,49,Male,5,Graduate,Single,$80k - $120k,Blue,41,2,3,2,5275.00,1490.00,3785.00,0.53,4213.00,74.00,1.11,0.28
719372583,Existing Customer,57,Male,3,Graduate,Single,$120k +,Blue,36,2,2,1,17268.00,1197.00,16071.00,0.64,4077.00,90.00,0.70,0.07
719981508,Attrited Customer,37,Male,2,Uneducated,Single,Unknown,Blue,24,2,2,3,1649.00,0.00,1649.00,0.86,2574.00,51.00,0.70,0.00
709250508,Existing Customer,63,Male,1,Uneducated,Single,Less Than $40k,Blue,56,3,1,2,6973.00,2517.00,4456.00,0.78,4877.00,88.00,0.69,0.36
709068183,Existing Customer,53,Male,4,College,Single,$60k - $80k,Blue,42,3,3,3,3096.00,0.00,3096.00,0.68,4709.00,87.00,0.78,0.00
801786483,Existing Customer,51,Male,0,High School,Single,$80k - $120k,Blue,45,3,2,3,10648.00,2517.00,8131.00,0.71,4930.00,89.00,0.98,0.24
779608083,Existing Customer,55,Male,2,Doctorate,Single,Less Than $40k,Blue,44,2,2,2,3897.00,1247.00,2650.00,0.69,3681.00,62.00,0.63,0.32
716698608,Existing Customer,51,Male,2,Unknown,Single,$80k - $120k,Blue,39,2,1,1,8924.00,0.00,8924.00,0.46,4441.00,87.00,0.67,0.00
720513333,Existing Customer,46,Male,3,High School,Single,$80k - $120k,Blue,39,2,1,3,21350.00,1724.00,19626.00,0.51,4878.00,78.00,0.44,0.08
721299483,Existing Customer,47,Male,3,Graduate,Single,$80k - $120k,Blue,32,2,1,1,11671.00,1304.00,10367.00,0.49,4168.00,71.00,0.87,0.11
711701958,Existing Customer,48,Male,1,Unknown,Single,$60k - $80k,Blue,38,3,3,3,11367.00,1999.00,9368.00,0.66,4175.00,63.00,0.54,0.18
753233733,Existing Customer,38,Male,1,Graduate,Single,$80k - $120k,Blue,29,3,3,3,2155.00,1290.00,865.00,0.72,3781.00,61.00,0.91,0.60
789191358,Existing Customer,55,Male,4,Graduate,Single,$80k - $120k,Blue,44,2,3,2,1854.00,794.00,1060.00,0.61,4035.00,80.00,0.74,0.43
713922183,Existing Customer,52,Male,2,Uneducated,Single,$120k +,Blue,36,3,2,1,2507.00,1259.00,1248.00,0.85,4461.00,73.00,0.92,0.50
793630083,Attrited Customer,39,Male,2,High School,Single,$120k +,Blue,33,1,3,4,1726.00,1476.00,250.00,0.37,1804.00,34.00,0.26,0.86
720761208,Attrited Customer,59,Male,1,College,Single,$120k +,Blue,47,2,4,2,4789.00,357.00,4432.00,0.80,2496.00,41.00,0.64,0.08
788794758,Attrited Customer,46,Male,4,Graduate,Single,$40k - $60k,Blue,28,2,2,4,2979.00,0.00,2979.00,0.64,2061.00,38.00,0.46,0.00
713063958,Existing Customer,51,Male,1,Graduate,Single,$80k - $120k,Blue,39,1,1,3,7562.00,1080.00,6482.00,0.56,5010.00,85.00,0.70,0.14
712715208,Attrited Customer,52,Male,1,High School,Single,$80k - $120k,Blue,44,1,3,2,3770.00,0.00,3770.00,0.54,2387.00,51.00,0.50,0.00
709927458,Existing Customer,38,Male,3,Graduate,Single,$40k - $60k,Blue,20,1,3,3,10486.00,1544.00,8942.00,0.72,4042.00,77.00,0.93,0.15
797150733,Attrited Customer,44,Male,3,Unknown,Single,$40k - $60k,Blue,38,5,2,2,1643.00,0.00,1643.00,0.60,1754.00,39.00,0.56,0.00
769578108,Existing Customer,40,Male,4,Unknown,Single,$60k - $80k,Blue,26,2,2,3,20929.00,1652.00,19277.00,0.52,4001.00,76.00,0.69,0.08
769709058,Existing Customer,60,Male,1,Uneducated,Single,$60k - $80k,Blue,54,1,2,1,3618.00,972.00,2646.00,0.58,4228.00,63.00,0.47,0.27
711005583,Existing Customer,37,Male,3,High School,Single,$80k - $120k,Blue,24,1,2,3,3437.00,1064.00,2373.00,0.85,5110.00,76.00,0.85,0.31
826548708,Existing Customer,50,Male,2,Graduate,Single,$80k - $120k,Blue,46,2,3,2,5965.00,622.00,5343.00,0.73,4637.00,91.00,0.66,0.10
819690933,Existing Customer,56,Male,1,Graduate,Single,$80k - $120k,Blue,51,2,3,1,16835.00,897.00,15938.00,0.77,4059.00,80.00,0.78,0.05
709158333,Existing Customer,44,Male,4,Graduate,Single,$60k - $80k,Blue,28,2,2,1,2758.00,461.00,2297.00,0.58,4244.00,96.00,0.78,0.17
715463133,Existing Customer,40,Male,5,High School,Single,$120k +,Blue,31,1,1,3,34516.00,1427.00,33089.00,0.71,3699.00,64.00,0.49,0.04
788502858,Existing Customer,58,Male,3,High School,Single,$80k - $120k,Blue,51,2,2,1,10021.00,1952.00,8069.00,0.70,4431.00,68.00,0.58,0.20
812089383,Existing Customer,41,Male,5,Unknown,Single,$80k - $120k,Blue,36,1,2,3,1438.30,892.00,546.30,0.79,4426.00,88.00,0.66,0.62
793736958,Existing Customer,49,Male,3,High School,Single,$120k +,Blue,43,1,2,1,21680.00,1587.00,20093.00,0.61,4410.00,86.00,0.72,0.07
721479108,Existing Customer,52,Male,1,Uneducated,Single,$120k +,Blue,41,1,1,3,12764.00,0.00,12764.00,0.71,3332.00,64.00,0.88,0.00
710630583,Existing Customer,47,Male,3,High School,Single,$60k - $80k,Blue,39,2,1,1,2843.00,1752.00,1091.00,0.62,3738.00,77.00,0.60,0.62
714979383,Existing Customer,56,Male,3,Graduate,Single,$60k - $80k,Blue,46,1,2,2,1891.00,1134.00,757.00,0.64,5255.00,77.00,0.83,0.60
714256758,Existing Customer,50,Male,2,Unknown,Single,$60k - $80k,Blue,36,3,1,1,8074.00,0.00,8074.00,0.53,4347.00,66.00,0.54,0.00
717684858,Existing Customer,50,Male,3,Uneducated,Single,$120k +,Blue,38,6,3,3,22304.00,1333.00,20971.00,0.46,5002.00,60.00,0.50,0.06
709901058,Existing Customer,38,Male,1,High School,Single,$40k - $60k,Blue,30,2,2,1,2232.00,1163.00,1069.00,0.56,4185.00,80.00,0.78,0.52
780073158,Existing Customer,59,Male,0,High School,Single,Less Than $40k,Blue,44,2,1,1,3790.00,1149.00,2641.00,0.60,4455.00,85.00,0.60,0.30
770774133,Existing Customer,53,Male,3,Graduate,Single,$80k - $120k,Silver,39,1,2,3,34516.00,1198.00,33318.00,0.62,4826.00,70.00,0.67,0.04
712559058,Existing Customer,54,Male,0,High School,Single,$80k - $120k,Blue,45,1,3,2,20882.00,1525.00,19357.00,0.83,4765.00,76.00,0.77,0.07
712378983,Attrited Customer,54,Male,1,Unknown,Single,$80k - $120k,Blue,47,5,6,5,7570.00,965.00,6605.00,0.71,2599.00,61.00,0.85,0.13
769676358,Existing Customer,38,Male,2,High School,Single,$60k - $80k,Blue,32,1,1,2,1438.30,1309.00,129.30,0.84,5066.00,76.00,0.90,0.91
809844108,Existing Customer,48,Male,2,Doctorate,Single,$60k - $80k,Blue,43,2,1,1,8086.00,0.00,8086.00,0.79,4775.00,78.00,0.66,0.00
711833508,Existing Customer,47,Male,2,High School,Single,$40k - $60k,Blue,27,2,3,2,1536.00,0.00,1536.00,0.91,4643.00,89.00,0.75,0.00
717502083,Attrited Customer,41,Male,3,Doctorate,Single,$120k +,Blue,28,4,2,3,6314.00,0.00,6314.00,0.90,2718.00,44.00,0.63,0.00
709102458,Attrited Customer,47,Male,2,High School,Single,$80k - $120k,Blue,36,4,3,5,4754.00,0.00,4754.00,0.62,2607.00,41.00,0.37,0.00
712533708,Existing Customer,43,Male,0,High School,Single,$80k - $120k,Blue,36,2,2,2,11247.00,0.00,11247.00,0.63,4894.00,85.00,0.98,0.00
720326733,Existing Customer,55,Male,2,Graduate,Single,$120k +,Blue,47,2,3,1,16258.00,865.00,15393.00,0.62,3761.00,58.00,0.66,0.05
785230083,Existing Customer,50,Male,2,Uneducated,Single,$60k - $80k,Blue,44,1,2,1,3318.00,2349.00,969.00,0.88,4905.00,80.00,0.74,0.71
719170683,Existing Customer,38,Male,1,Unknown,Single,$80k - $120k,Blue,29,2,2,3,10972.00,0.00,10972.00,0.70,4401.00,73.00,0.70,0.00
708876183,Existing Customer,51,Male,1,High School,Single,$60k - $80k,Silver,43,2,3,2,28673.00,0.00,28673.00,0.54,3722.00,69.00,0.73,0.00
819612933,Existing Customer,52,Male,3,Graduate,Single,$80k - $120k,Blue,47,1,3,3,25410.00,0.00,25410.00,0.56,5472.00,70.00,0.59,0.00
790149483,Existing Customer,42,Male,3,Uneducated,Single,$40k - $60k,Blue,35,2,3,3,8566.00,1484.00,7082.00,0.81,4195.00,89.00,0.85,0.17
712121508,Existing Customer,43,Male,3,Uneducated,Single,$60k - $80k,Blue,30,1,2,0,1438.30,0.00,1438.30,0.75,5200.00,89.00,0.68,0.00
817988433,Existing Customer,56,Male,3,Unknown,Single,$60k - $80k,Blue,51,2,2,2,6941.00,1013.00,5928.00,0.55,4097.00,78.00,0.59,0.15
811974483,Existing Customer,56,Male,2,Graduate,Single,$40k - $60k,Blue,51,1,3,1,1466.00,723.00,743.00,0.79,5110.00,86.00,0.59,0.49
718513233,Existing Customer,59,Male,2,Graduate,Single,$120k +,Blue,48,1,3,3,17999.00,1861.00,16138.00,0.79,4740.00,78.00,0.95,0.10
792098883,Existing Customer,37,Male,2,Doctorate,Single,$120k +,Blue,31,2,1,3,2360.00,1204.00,1156.00,0.54,3696.00,82.00,0.82,0.51
719377383,Existing Customer,40,Male,2,College,Single,$60k - $80k,Blue,28,1,2,3,10880.00,2025.00,8855.00,0.75,4957.00,90.00,0.77,0.19
713739708,Existing Customer,61,Male,0,High School,Single,$60k - $80k,Blue,53,1,3,3,2415.00,2050.00,365.00,0.50,4479.00,71.00,0.69,0.85
713497983,Existing Customer,49,Male,5,High School,Single,$60k - $80k,Blue,36,1,2,2,5578.00,0.00,5578.00,0.63,3459.00,53.00,0.71,0.00
778436283,Existing Customer,41,Male,4,High School,Single,Less Than $40k,Blue,21,2,3,1,3429.00,1504.00,1925.00,0.60,4015.00,76.00,1.00,0.44
778191933,Attrited Customer,45,Male,3,Uneducated,Single,$120k +,Blue,35,2,3,5,7135.00,2517.00,4618.00,0.63,2305.00,42.00,0.45,0.35
720463833,Existing Customer,42,Male,5,Uneducated,Single,$60k - $80k,Blue,36,1,1,2,6618.00,1738.00,4880.00,0.72,5022.00,76.00,0.85,0.26
750995508,Attrited Customer,41,Male,3,Unknown,Single,$60k - $80k,Blue,32,1,3,3,4697.00,1046.00,3651.00,0.31,1679.00,29.00,0.32,0.22
716033508,Existing Customer,46,Male,2,Graduate,Single,$60k - $80k,Blue,34,1,3,2,6272.00,1434.00,4838.00,1.17,4514.00,66.00,1.20,0.23
717603858,Existing Customer,54,Male,3,College,Single,$40k - $60k,Blue,42,1,2,1,5608.00,1775.00,3833.00,0.52,4325.00,77.00,0.75,0.32
709222008,Attrited Customer,41,Male,3,Unknown,Single,$80k - $120k,Blue,32,1,3,4,4742.00,2221.00,2521.00,0.46,2422.00,41.00,0.46,0.47
719192808,Existing Customer,51,Male,4,Graduate,Single,$120k +,Blue,36,2,1,1,3168.00,2147.00,1021.00,0.66,4674.00,71.00,0.82,0.68
710257683,Existing Customer,50,Male,3,Graduate,Single,$120k +,Blue,33,1,2,2,34516.00,1134.00,33382.00,0.59,4520.00,73.00,0.66,0.03
716214108,Existing Customer,44,Male,4,Uneducated,Single,$60k - $80k,Blue,36,1,2,1,6426.00,0.00,6426.00,0.59,4892.00,80.00,0.82,0.00
778921908,Existing Customer,42,Male,4,College,Single,$60k - $80k,Blue,23,2,3,1,3311.00,841.00,2470.00,0.70,4559.00,80.00,0.91,0.25
738062658,Existing Customer,57,Male,3,Graduate,Single,$80k - $120k,Blue,50,2,3,3,17096.00,1762.00,15334.00,0.41,4231.00,62.00,0.55,0.10
770929383,Existing Customer,41,Male,2,Graduate,Single,$60k - $80k,Blue,28,2,1,1,7293.00,993.00,6300.00,0.51,4828.00,82.00,0.64,0.14
788595183,Existing Customer,42,Male,2,Graduate,Single,$40k - $60k,Blue,36,1,1,3,1438.30,686.00,752.30,0.68,3499.00,80.00,0.86,0.48
767404083,Attrited Customer,52,Male,2,Graduate,Single,$60k - $80k,Blue,45,2,3,3,3460.00,0.00,3460.00,0.47,2355.00,47.00,0.62,0.00
720518283,Existing Customer,50,Male,2,Post-Graduate,Single,$60k - $80k,Blue,36,1,3,2,2296.00,1371.00,925.00,0.60,5483.00,77.00,0.79,0.60
712524858,Existing Customer,34,Male,1,Graduate,Single,Less Than $40k,Blue,28,1,6,3,2669.00,1649.00,1020.00,0.63,4314.00,74.00,0.61,0.62
809276808,Existing Customer,47,Male,4,Graduate,Single,$80k - $120k,Blue,42,1,1,3,7299.00,0.00,7299.00,0.81,4678.00,83.00,0.73,0.00
719601708,Existing Customer,45,Male,3,College,Single,$60k - $80k,Blue,35,1,1,2,10699.00,1099.00,9600.00,0.66,5052.00,61.00,0.69,0.10
796544133,Existing Customer,54,Male,1,College,Single,$120k +,Blue,48,1,3,1,2456.00,1654.00,802.00,0.57,4468.00,84.00,0.75,0.67
712874433,Existing Customer,45,Male,3,Unknown,Single,Less Than $40k,Blue,36,2,1,0,2326.00,642.00,1684.00,0.81,5413.00,90.00,0.77,0.28
719237058,Existing Customer,39,Male,2,Doctorate,Single,$60k - $80k,Blue,36,2,2,1,1790.00,891.00,899.00,0.45,4498.00,96.00,0.57,0.50
788290383,Existing Customer,43,Male,3,Doctorate,Single,$40k - $60k,Blue,35,2,6,3,4970.00,1588.00,3382.00,0.67,4436.00,83.00,0.80,0.32
712132383,Existing Customer,44,Male,4,College,Single,$80k - $120k,Blue,34,2,2,3,1876.00,861.00,1015.00,0.84,5056.00,82.00,0.55,0.46
712572858,Existing Customer,38,Male,3,High School,Single,$80k - $120k,Blue,29,2,1,3,3413.00,1801.00,1612.00,0.88,3831.00,45.00,0.67,0.53
708224133,Existing Customer,61,Male,0,Uneducated,Single,$40k - $60k,Blue,49,1,2,3,2228.00,1480.00,748.00,0.53,4431.00,71.00,0.65,0.66
720496158,Existing Customer,53,Male,0,Unknown,Single,$60k - $80k,Blue,42,1,2,0,13409.00,1168.00,12241.00,0.63,4031.00,82.00,0.75,0.09
772286658,Attrited Customer,63,Male,1,Graduate,Single,$60k - $80k,Blue,52,6,4,3,14324.00,2507.00,11817.00,0.43,2083.00,56.00,0.65,0.18
717874533,Attrited Customer,46,Male,2,High School,Single,$40k - $60k,Blue,36,5,2,2,6362.00,0.00,6362.00,0.60,1968.00,51.00,0.76,0.00
778679883,Existing Customer,39,Male,2,Graduate,Single,$60k - $80k,Blue,19,1,2,1,6146.00,0.00,6146.00,0.58,3645.00,76.00,0.55,0.00
713213133,Existing Customer,36,Male,2,Graduate,Single,$40k - $60k,Blue,36,2,2,1,6763.00,1660.00,5103.00,0.57,4972.00,76.00,0.90,0.25
713916708,Existing Customer,53,Male,3,Graduate,Single,$120k +,Gold,43,3,1,3,34516.00,2435.00,32081.00,0.77,7758.00,98.00,0.72,0.07
823833483,Existing Customer,41,Male,3,Graduate,Single,$40k - $60k,Blue,37,3,3,2,7839.00,1544.00,6295.00,0.72,7904.00,83.00,0.80,0.20
772313358,Existing Customer,50,Male,3,High School,Single,$80k - $120k,Blue,39,3,3,2,21322.00,2216.00,19106.00,0.92,8693.00,91.00,0.57,0.10
716288208,Existing Customer,48,Male,3,Graduate,Single,$60k - $80k,Blue,36,2,1,1,15618.00,0.00,15618.00,0.71,7549.00,77.00,0.64,0.00
714042108,Existing Customer,59,Male,0,Uneducated,Single,$40k - $60k,Blue,36,3,2,2,11000.00,1013.00,9987.00,0.70,7302.00,86.00,0.65,0.09
713664258,Existing Customer,56,Male,2,Unknown,Single,$40k - $60k,Blue,48,2,2,1,14344.00,2014.00,12330.00,0.73,7359.00,85.00,0.57,0.14
779018508,Existing Customer,45,Male,4,Uneducated,Single,$80k - $120k,Blue,35,2,2,2,11318.00,2082.00,9236.00,0.73,7179.00,93.00,0.63,0.18
802668333,Attrited Customer,49,Male,2,Graduate,Single,$80k - $120k,Blue,43,2,3,3,2384.00,1919.00,465.00,0.50,3512.00,50.00,0.47,0.81
711082908,Existing Customer,44,Male,4,Uneducated,Single,$80k - $120k,Blue,31,3,2,3,19719.00,1303.00,18416.00,0.91,8385.00,97.00,0.57,0.07
714754533,Existing Customer,51,Male,0,Doctorate,Single,$120k +,Platinum,44,3,2,3,34516.00,1925.00,32591.00,0.76,8012.00,87.00,0.58,0.06
715038033,Existing Customer,61,Male,1,Graduate,Single,Less Than $40k,Blue,54,3,3,1,7169.00,629.00,6540.00,0.81,8216.00,80.00,0.51,0.09
809169858,Existing Customer,62,Male,2,Graduate,Single,$60k - $80k,Blue,56,2,3,2,18224.00,1383.00,16841.00,0.71,7728.00,93.00,0.58,0.08
718379358,Existing Customer,39,Male,1,Unknown,Single,$80k - $120k,Silver,28,3,1,3,34516.00,2017.00,32499.00,0.93,8453.00,90.00,0.73,0.06
721212258,Existing Customer,48,Male,4,High School,Single,$120k +,Blue,40,2,3,3,30210.00,1946.00,28264.00,0.90,7403.00,88.00,0.54,0.06
719473458,Existing Customer,46,Male,3,High School,Single,$40k - $60k,Blue,42,3,2,1,8285.00,1359.00,6926.00,0.63,7205.00,84.00,0.83,0.16
720849708,Existing Customer,44,Male,4,Graduate,Single,$80k - $120k,Blue,37,3,3,1,14388.00,2517.00,11871.00,0.71,7042.00,85.00,0.64,0.18
712029783,Existing Customer,42,Male,4,Uneducated,Single,$80k - $120k,Silver,36,2,2,1,34516.00,2253.00,32263.00,0.85,7836.00,93.00,0.60,0.07
774491958,Existing Customer,53,Male,3,High School,Single,$60k - $80k,Blue,47,2,1,3,6228.00,1738.00,4490.00,0.83,8284.00,77.00,0.60,0.28
787226508,Existing Customer,47,Male,2,College,Single,$60k - $80k,Blue,41,2,3,3,20811.00,1302.00,19509.00,0.79,7192.00,82.00,0.71,0.06
714786483,Existing Customer,45,Male,4,College,Single,$60k - $80k,Blue,35,2,2,3,13445.00,1186.00,12259.00,0.56,7377.00,82.00,0.61,0.09
713299758,Existing Customer,53,Male,1,High School,Single,Less Than $40k,Blue,36,3,3,3,8979.00,1289.00,7690.00,0.65,7422.00,87.00,0.67,0.14
713697933,Existing Customer,47,Male,2,Uneducated,Single,$80k - $120k,Blue,36,3,2,2,34516.00,1264.00,33252.00,0.77,7827.00,77.00,0.54,0.04
712208658,Existing Customer,43,Male,2,High School,Single,$60k - $80k,Blue,33,1,2,1,13165.00,1255.00,11910.00,0.81,8126.00,95.00,0.67,0.10
788931558,Existing Customer,46,Male,2,High School,Single,$40k - $60k,Blue,32,1,2,2,2000.00,1739.00,261.00,0.82,7694.00,85.00,0.70,0.87
717521508,Existing Customer,41,Male,3,High School,Single,$80k - $120k,Gold,28,2,2,0,34516.00,2098.00,32418.00,0.75,6932.00,87.00,0.53,0.06
715729683,Existing Customer,44,Male,3,High School,Single,$120k +,Silver,36,1,2,2,34516.00,1106.00,33410.00,0.78,7936.00,76.00,0.77,0.03
721468533,Existing Customer,59,Male,1,Graduate,Single,Unknown,Blue,36,1,5,2,12265.00,1412.00,10853.00,0.64,7470.00,82.00,0.78,0.12
720167508,Existing Customer,50,Male,3,Uneducated,Single,$80k - $120k,Blue,35,1,2,1,19000.00,2389.00,16611.00,0.81,7664.00,74.00,0.72,0.13
711152658,Existing Customer,44,Male,4,Graduate,Single,$120k +,Silver,36,2,2,1,34516.00,1635.00,32881.00,0.77,7219.00,86.00,0.56,0.05
708419733,Attrited Customer,47,Male,3,College,Single,$60k - $80k,Blue,39,5,3,2,22599.00,0.00,22599.00,1.04,4739.00,55.00,0.49,0.00
711136008,Existing Customer,41,Male,4,Graduate,Single,$80k - $120k,Blue,33,1,1,3,31560.00,1298.00,30262.00,0.68,7641.00,93.00,0.63,0.04
709558608,Existing Customer,39,Male,3,Uneducated,Single,$80k - $120k,Blue,31,2,2,3,2844.00,2065.00,779.00,0.64,7345.00,73.00,0.74,0.73
792524358,Existing Customer,55,Male,3,High School,Single,$80k - $120k,Gold,49,2,1,3,34516.00,810.00,33706.00,0.79,7917.00,95.00,0.67,0.02
716871633,Existing Customer,49,Male,1,Uneducated,Single,$120k +,Blue,38,2,2,3,12055.00,1858.00,10197.00,0.65,7222.00,93.00,0.50,0.15
712219083,Existing Customer,41,Male,3,Uneducated,Single,$80k - $120k,Blue,28,1,3,3,7142.00,1917.00,5225.00,0.73,7892.00,83.00,0.73,0.27
